id;id_prov;nama_kota;kode_kota;created_at;updated_at
207;13;KABUPATEN JEPARA;3320;2021-04-03 15:55:09;2021-04-03 15:55:09
208;13;KABUPATEN DEMAK;3321;2021-04-03 15:55:09;2021-04-03 15:55:09
209;13;KABUPATEN SEMARANG;3322;2021-04-03 15:55:09;2021-04-03 15:55:09
210;13;KABUPATEN TEMANGGUNG;3323;2021-04-03 15:55:09;2021-04-03 15:55:09
211;13;KABUPATEN KENDAL;3324;2021-04-03 15:55:09;2021-04-03 15:55:09
212;13;KABUPATEN BATANG;3325;2021-04-03 15:55:09;2021-04-03 15:55:09
213;13;KABUPATEN PEKALONGAN;3326;2021-04-03 15:55:09;2021-04-03 15:55:09
214;13;KABUPATEN PEMALANG;3327;2021-04-03 15:55:09;2021-04-03 15:55:09
215;13;KABUPATEN TEGAL;3328;2021-04-03 15:55:09;2021-04-03 15:55:09
216;13;KABUPATEN BREBES;3329;2021-04-03 15:55:09;2021-04-03 15:55:09
217;13;KOTA MAGELANG;3371;2021-04-03 15:55:09;2021-04-03 15:55:09
218;13;KOTA SURAKARTA;3372;2021-04-03 15:55:09;2021-04-03 15:55:09
219;13;KOTA SALATIGA;3373;2021-04-03 15:55:09;2021-04-03 15:55:09
220;13;KOTA SEMARANG;3374;2021-04-03 15:55:09;2021-04-03 15:55:09
221;13;KOTA PEKALONGAN;3375;2021-04-03 15:55:09;2021-04-03 15:55:09
222;13;KOTA TEGAL;3376;2021-04-03 15:55:09;2021-04-03 15:55:09
223;14;KABUPATEN KULON PROGO;3401;2021-04-03 15:55:09;2021-04-03 15:55:09
224;14;KABUPATEN BANTUL;3402;2021-04-03 15:55:09;2021-04-03 15:55:09
225;14;KABUPATEN GUNUNG KIDUL;3403;2021-04-03 15:55:09;2021-04-03 15:55:09
226;14;KABUPATEN SLEMAN;3404;2021-04-03 15:55:09;2021-04-03 15:55:09
227;14;KOTA YOGYAKARTA;3471;2021-04-03 15:55:09;2021-04-03 15:55:09
228;15;KABUPATEN PACITAN;3501;2021-04-03 15:55:09;2021-04-03 15:55:09
229;15;KABUPATEN PONOROGO;3502;2021-04-03 15:55:09;2021-04-03 15:55:09
230;15;KABUPATEN TRENGGALEK;3503;2021-04-03 15:55:09;2021-04-03 15:55:09
231;15;KABUPATEN TULUNGAGUNG;3504;2021-04-03 15:55:09;2021-04-03 15:55:09
232;15;KABUPATEN BLITAR;3505;2021-04-03 15:55:09;2021-04-03 15:55:09
233;15;KABUPATEN KEDIRI;3506;2021-04-03 15:55:09;2021-04-03 15:55:09
234;15;KABUPATEN MALANG;3507;2021-04-03 15:55:09;2021-04-03 15:55:09
235;15;KABUPATEN LUMAJANG;3508;2021-04-03 15:55:09;2021-04-03 15:55:09
236;15;KABUPATEN JEMBER;3509;2021-04-03 15:55:09;2021-04-03 15:55:09
237;15;KABUPATEN BANYUWANGI;3510;2021-04-03 15:55:09;2021-04-03 15:55:09
238;15;KABUPATEN BONDOWOSO;3511;2021-04-03 15:55:09;2021-04-03 15:55:09
239;15;KABUPATEN SITUBONDO;3512;2021-04-03 15:55:09;2021-04-03 15:55:09
240;15;KABUPATEN PROBOLINGGO;3513;2021-04-03 15:55:09;2021-04-03 15:55:09
241;15;KABUPATEN PASURUAN;3514;2021-04-03 15:55:09;2021-04-03 15:55:09
242;15;KABUPATEN SIDOARJO;3515;2021-04-03 15:55:09;2021-04-03 15:55:09
243;15;KABUPATEN MOJOKERTO;3516;2021-04-03 15:55:09;2021-04-03 15:55:09
244;15;KABUPATEN JOMBANG;3517;2021-04-03 15:55:09;2021-04-03 15:55:09
245;15;KABUPATEN NGANJUK;3518;2021-04-03 15:55:09;2021-04-03 15:55:09
246;15;KABUPATEN MADIUN;3519;2021-04-03 15:55:09;2021-04-03 15:55:09
247;15;KABUPATEN MAGETAN;3520;2021-04-03 15:55:09;2021-04-03 15:55:09
248;15;KABUPATEN NGAWI;3521;2021-04-03 15:55:09;2021-04-03 15:55:09
249;15;KABUPATEN BOJONEGORO;3522;2021-04-03 15:55:09;2021-04-03 15:55:09
250;15;KABUPATEN TUBAN;3523;2021-04-03 15:55:09;2021-04-03 15:55:09
251;15;KABUPATEN LAMONGAN;3524;2021-04-03 15:55:09;2021-04-03 15:55:09
252;15;KABUPATEN GRESIK;3525;2021-04-03 15:55:09;2021-04-03 15:55:09
253;15;KABUPATEN BANGKALAN;3526;2021-04-03 15:55:09;2021-04-03 15:55:09
254;15;KABUPATEN SAMPANG;3527;2021-04-03 15:55:09;2021-04-03 15:55:09
255;15;KABUPATEN PAMEKASAN;3528;2021-04-03 15:55:09;2021-04-03 15:55:09
256;15;KABUPATEN SUMENEP;3529;2021-04-03 15:55:09;2021-04-03 15:55:09
257;15;KOTA KEDIRI;3571;2021-04-03 15:55:09;2021-04-03 15:55:09
258;15;KOTA BLITAR;3572;2021-04-03 15:55:09;2021-04-03 15:55:09
259;15;KOTA MALANG;3573;2021-04-03 15:55:09;2021-04-03 15:55:09
260;15;KOTA PROBOLINGGO;3574;2021-04-03 15:55:09;2021-04-03 15:55:09
261;15;KOTA PASURUAN;3575;2021-04-03 15:55:09;2021-04-03 15:55:09
262;15;KOTA MOJOKERTO;3576;2021-04-03 15:55:09;2021-04-03 15:55:09
263;15;KOTA MADIUN;3577;2021-04-03 15:55:09;2021-04-03 15:55:09
264;15;KOTA SURABAYA;3578;2021-04-03 15:55:09;2021-04-03 15:55:09
265;15;KOTA BATU;3579;2021-04-03 15:55:09;2021-04-03 15:55:09
266;16;KABUPATEN PANDEGLANG;3601;2021-04-03 15:55:09;2021-04-03 15:55:09
267;16;KABUPATEN LEBAK;3602;2021-04-03 15:55:09;2021-04-03 15:55:09
268;16;KABUPATEN TANGERANG;3603;2021-04-03 15:55:09;2021-04-03 15:55:09
269;16;KABUPATEN SERANG;3604;2021-04-03 15:55:09;2021-04-03 15:55:09
270;16;KOTA TANGERANG;3671;2021-04-03 15:55:09;2021-04-03 15:55:09
271;16;KOTA CILEGON;3672;2021-04-03 15:55:09;2021-04-03 15:55:09
272;16;KOTA SERANG;3673;2021-04-03 15:55:09;2021-04-03 15:55:09
273;16;KOTA TANGERANG SELATAN;3674;2021-04-03 15:55:09;2021-04-03 15:55:09
274;17;KABUPATEN JEMBRANA;5101;2021-04-03 15:55:09;2021-04-03 15:55:09
275;17;KABUPATEN TABANAN;5102;2021-04-03 15:55:09;2021-04-03 15:55:09
276;17;KABUPATEN BADUNG;5103;2021-04-03 15:55:09;2021-04-03 15:55:09
277;17;KABUPATEN GIANYAR;5104;2021-04-03 15:55:09;2021-04-03 15:55:09
278;17;KABUPATEN KLUNGKUNG;5105;2021-04-03 15:55:09;2021-04-03 15:55:09
279;17;KABUPATEN BANGLI;5106;2021-04-03 15:55:09;2021-04-03 15:55:09
280;17;KABUPATEN KARANG ASEM;5107;2021-04-03 15:55:09;2021-04-03 15:55:09
281;17;KABUPATEN BULELENG;5108;2021-04-03 15:55:09;2021-04-03 15:55:09
282;17;KOTA DENPASAR;5171;2021-04-03 15:55:09;2021-04-03 15:55:09
283;18;KABUPATEN LOMBOK BARAT;5201;2021-04-03 15:55:09;2021-04-03 15:55:09
284;18;KABUPATEN LOMBOK TENGAH;5202;2021-04-03 15:55:09;2021-04-03 15:55:09
285;18;KABUPATEN LOMBOK TIMUR;5203;2021-04-03 15:55:09;2021-04-03 15:55:09
286;18;KABUPATEN SUMBAWA;5204;2021-04-03 15:55:09;2021-04-03 15:55:09
287;18;KABUPATEN DOMPU;5205;2021-04-03 15:55:09;2021-04-03 15:55:09
288;18;KABUPATEN BIMA;5206;2021-04-03 15:55:09;2021-04-03 15:55:09
